,host response time,host response rate,host verifications,latitude,longitude,property type,room type,bathrooms,bedrooms,beds,bed type,amenities,security deposit,cleaning fee,guests included,extra people,minimum nights,maximum nights,availability 365,number of reviews,cancellation policy,features,price,average review,final neighbourhood,years being host
40,within an hour,84.0,3,40.40695284792103,-3.670894490597324,Apartment,Private room,2.0,1.0,1.0,Real Bed,7,183.0,30.0,1,5,1,1125,240,171,flexible,3,28.0,20.142857142857142,Retiro,2
41,within a few hours,100.0,3,40.42590392156816,-3.681647459596521,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,13,100.0,30.0,1,0,2,1125,15,52,moderate,3,58.0,22.285714285714285,Salamanca,2
42,within an hour,100.0,5,40.42835188930747,-3.687154663105247,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,17,150.0,30.0,2,15,2,1125,292,36,flexible,4,70.0,20.571428571428573,Salamanca,1
43,within an hour,100.0,3,40.42745443473121,-3.6857630232322447,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,7,1125,334,15,strict,3,26.0,21.857142857142858,Salamanca,5
44,within an hour,100.0,5,40.42867085768608,-3.685422757124864,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,21,183.0,20.0,1,10,2,1125,52,0,moderate,4,70.0,21.257599200162016,Salamanca,4
45,within an hour,100.0,9,40.42177818805071,-3.691065180334564,Other,Entire home/apt,1.0,1.0,1.0,Real Bed,18,183.0,30.0,3,15,2,1125,325,11,strict,5,108.0,21.0,Salamanca,4
46,within an hour,100.0,5,40.42560582409028,-3.683704783138997,Apartment,Entire home/apt,2.5,3.0,3.0,Real Bed,18,300.0,90.0,1,0,5,1125,191,10,strict,5,260.0,22.428571428571427,Salamanca,4
47,within an hour,100.0,3,40.4265496270664,-3.6760962311072474,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,17,183.0,30.0,2,15,4,30,231,72,flexible,5,60.0,22.285714285714285,Salamanca,3
48,within a few hours,90.0,6,40.42483679580143,-3.67292644961305,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,100.0,30.0,1,0,5,90,149,2,moderate,4,42.0,14.285714285714286,Salamanca,1
49,within an hour,100.0,4,40.42711543404669,-3.678836496014137,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,17,250.0,49.0,4,10,2,1125,251,10,strict,4,160.0,20.428571428571427,Salamanca,2
50,within an hour,100.0,4,40.42239538897504,-3.678079789322028,Loft,Entire home/apt,2.0,2.0,2.0,Real Bed,22,500.0,60.0,3,0,3,1125,271,44,strict,6,185.0,22.428571428571427,Salamanca,2
51,within an hour,98.0,7,40.42326049761048,-3.677039266832216,Apartment,Entire home/apt,1.0,3.0,5.0,Real Bed,18,100.0,25.0,3,15,2,180,77,2,moderate,4,74.0,20.857142857142858,Salamanca,4
52,within a few hours,100.0,3,40.42811810240353,-3.678242168982482,House,Entire home/apt,1.0,1.0,1.0,Real Bed,16,183.0,30.0,1,0,7,1125,316,11,flexible,2,60.0,21.857142857142858,Salamanca,2
53,within a day,73.0,3,40.42268927396864,-3.674151436911256,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,12,183.0,30.0,1,0,2,1125,79,12,moderate,3,99.0,22.571428571428573,Salamanca,1
54,within a few hours,100.0,3,40.426056587881256,-3.6687616933830647,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,17,250.0,30.0,2,5,5,1125,71,16,strict,3,80.0,22.285714285714285,Salamanca,6
55,within an hour,100.0,5,40.42382623275573,-3.665086457696124,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,18,183.0,80.0,2,15,5,360,68,2,strict,6,85.0,21.428571428571427,Salamanca,6
56,within a few hours,100.0,3,40.42372935193101,-3.666032968809468,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,8.0,1,0,2,1125,80,24,moderate,4,39.0,22.428571428571427,Salamanca,2
57,within an hour,100.0,4,40.43429763258053,-3.6726072804860186,Apartment,Private room,1.0,1.0,1.0,Real Bed,8,183.0,30.0,1,7,2,7,25,3,flexible,3,18.0,21.571428571428573,Salamanca,2
58,within an hour,100.0,5,40.44252073220342,-3.673559038714501,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,13,85.0,22.0,4,10,2,1125,242,1,moderate,3,70.0,22.857142857142858,Chamartín,3
59,within an hour,100.0,5,40.44469173236895,-3.673359960782026,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,200.0,10.0,1,0,2,6,48,14,moderate,3,65.0,22.285714285714285,Chamartín,5
60,within an hour,95.0,3,40.44938072460202,-3.6773492592371215,Apartment,Entire home/apt,1.5,3.0,6.0,Real Bed,17,183.0,65.0,4,15,4,1125,0,1,flexible,3,120.0,22.857142857142858,Chamartín,3
61,within a few hours,67.0,2,40.44786803788721,-3.670115033994493,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,183.0,10.0,1,0,2,6,43,0,flexible,4,37.0,21.257599200162016,Chamartín,5
62,within a few hours,100.0,4,40.44527249343043,-3.675422713509868,Apartment,Entire home/apt,3.0,3.0,5.0,Real Bed,18,90.0,30.0,4,20,2,1125,158,56,strict,2,136.0,21.571428571428573,Chamartín,4
63,within a day,89.0,4,40.456875620090536,-3.6797008742847366,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,100.0,30.0,1,0,2,7,82,2,moderate,3,75.0,22.714285714285715,Chamartín,4
64,within an hour,100.0,3,40.45751333631391,-3.673585662292033,Apartment,Private room,1.0,1.0,1.0,Real Bed,4,183.0,30.0,1,0,1,1125,156,1,flexible,3,33.0,22.857142857142858,Chamartín,0
65,within a day,100.0,4,40.45924809813289,-3.6754687649566136,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,21,183.0,30.0,1,0,1,15,97,23,flexible,3,60.0,21.285714285714285,Chamartín,1
66,within an hour,95.0,3,40.47962824274172,-3.682475386477958,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,11,400.0,100.0,1,25,1,10,89,0,flexible,2,80.0,21.257599200162016,Chamartín,4
67,within an hour,90.0,4,40.47284831182743,-3.6852778946129794,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,26,150.0,20.0,2,8,2,1125,236,71,strict,5,50.0,21.714285714285715,Chamartín,2
68,within a few hours,100.0,4,40.45292649202429,-3.705280811695996,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,1,1125,279,12,moderate,4,17.0,21.285714285714285,Tetuán,2
69,a few days or more,0.0,5,40.45386349667008,-3.703175226100309,Apartment,Private room,2.0,1.0,1.0,Real Bed,10,70.0,30.0,1,15,3,1125,281,0,flexible,4,22.0,21.257599200162016,Tetuán,7
70,within an hour,98.0,4,40.44969426588938,-3.705553682687379,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,8,100.0,60.0,1,5,1,1125,334,0,moderate,5,25.0,21.257599200162016,Tetuán,3
71,within an hour,100.0,3,40.45584159160472,-3.6960472555624575,Other,Private room,1.0,1.0,2.0,Real Bed,14,183.0,30.0,1,20,1,1125,358,16,flexible,4,40.0,21.571428571428573,Tetuán,2
72,within an hour,92.0,7,40.45200784276226,-3.6940093587540006,Condominium,Entire home/apt,1.0,2.0,2.0,Real Bed,22,183.0,25.0,1,0,1,3,81,1,moderate,4,100.0,21.714285714285715,Tetuán,1
73,within an hour,100.0,4,40.38720236294332,-3.731189519381714,Apartment,Private room,1.0,1.0,1.0,Real Bed,4,183.0,30.0,1,0,2,1125,81,4,flexible,2,23.0,22.0,Carabanchel,1
84,within a few hours,100.0,3,40.38375249907562,-3.6497796933360274,House,Private room,2.0,1.0,5.0,Real Bed,7,183.0,20.0,1,15,5,1125,199,5,flexible,2,20.0,22.428571428571427,Puente de Vallecas,5
85,within a few hours,83.0,6,40.38411618061642,-3.670166552968442,Apartment,Private room,1.0,1.0,3.0,Real Bed,8,300.0,30.0,2,0,1,1125,161,2,strict,4,48.0,11.428571428571429,Puente de Vallecas,1
86,within an hour,95.0,1,40.39003497287789,-3.67068954955389,Other,Private room,2.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1125,89,0,flexible,2,40.0,21.257599200162016,Puente de Vallecas,1
87,within an hour,100.0,3,40.3968809073421,-3.669204723208686,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,13,150.0,35.0,2,10,2,1125,97,0,moderate,3,29.0,21.257599200162016,Puente de Vallecas,3
88,within an hour,100.0,5,40.39173502242152,-3.669350723853336,House,Private room,1.0,1.0,1.0,Real Bed,22,183.0,30.0,5,10,2,1125,210,22,moderate,4,35.0,21.857142857142858,Puente de Vallecas,5
89,within a day,100.0,3,40.38189183457917,-3.653540495832106,House,Entire home/apt,2.0,3.0,3.0,Real Bed,8,250.0,29.0,1,0,3,1125,311,0,moderate,3,79.0,21.257599200162016,Puente de Vallecas,2
90,within an hour,100.0,6,40.39221271621523,-3.6596011035997327,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,26,199.0,18.0,2,10,5,31,106,52,strict,5,55.0,22.571428571428573,Puente de Vallecas,5
91,within an hour,95.0,6,40.38006969990068,-3.6542770318890727,Other,Private room,1.5,1.0,1.0,Real Bed,19,183.0,17.0,1,9,2,6,66,23,strict,6,16.0,22.0,Puente de Vallecas,5
95,within an hour,100.0,3,40.42618050774619,-3.691686093069735,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,183.0,15.0,1,0,3,1125,325,13,moderate,4,39.0,21.0,Chamberí,4
96,within an hour,100.0,4,40.43730603727622,-3.692725072064889,Apartment,Entire home/apt,2.0,4.0,4.0,Real Bed,14,150.0,50.0,2,20,2,1125,0,8,strict,4,185.0,20.571428571428573,Chamberí,5
97,within an hour,94.0,4,40.44002384670852,-3.6988529714804015,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,200.0,33.0,2,10,4,1125,314,15,moderate,6,100.0,20.142857142857142,Chamberí,6
98,within an hour,100.0,3,40.445604289556016,-3.6972218094324014,Apartment,Entire home/apt,3.0,4.0,6.0,Real Bed,15,183.0,30.0,1,0,5,1125,302,6,strict,3,320.0,21.142857142857142,Chamberí,1
103,within a few hours,100.0,5,40.42474504314654,-3.7130815277928426,Apartment,Shared room,1.0,1.0,10.0,Real Bed,6,183.0,30.0,1,15,1,1125,365,2,strict,4,11.0,22.714285714285715,Moncloa - Aravaca,1
104,within a few hours,100.0,5,40.42359130554613,-3.7117504087345936,Apartment,Shared room,1.0,1.0,10.0,Real Bed,6,183.0,30.0,1,15,1,1125,365,1,strict,4,11.0,13.714285714285714,Moncloa - Aravaca,1
105,within an hour,100.0,5,40.42354200799935,-3.712579031200917,Loft,Entire home/apt,1.0,0.0,1.0,Real Bed,13,183.0,5.0,1,0,2,1125,299,30,flexible,3,45.0,20.571428571428573,Moncloa - Aravaca,2
106,within a day,75.0,3,40.427940628029866,-3.7203908222002577,Apartment,Private room,1.0,1.0,1.0,Real Bed,7,183.0,30.0,1,0,30,1125,365,1,moderate,2,35.0,22.857142857142858,Moncloa - Aravaca,2
107,within an hour,95.0,3,40.43023385066289,-3.720618738151557,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,9,183.0,30.0,1,0,1,1125,0,1,flexible,3,60.0,16.285714285714285,Moncloa - Aravaca,3
108,within a few hours,100.0,4,40.4304574517229,-3.7174644806606,Other,Entire home/apt,1.0,2.0,2.0,Real Bed,16,500.0,70.0,3,20,7,1125,244,1,flexible,3,95.0,22.857142857142858,Moncloa - Aravaca,7
109,within an hour,100.0,5,40.427593387727,-3.7156240777038327,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,17,94.0,20.0,1,0,2,15,14,7,strict,3,55.0,21.428571428571427,Moncloa - Aravaca,2
110,within an hour,100.0,2,40.42050267974007,-3.7163698759937183,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,13,200.0,36.0,1,0,2,1125,148,14,flexible,4,100.0,20.571428571428573,Moncloa - Aravaca,1
111,within a day,100.0,7,40.42411817764506,-3.713670826283792,Apartment,Private room,1.0,1.0,1.0,Real Bed,19,183.0,19.0,1,0,1,1125,96,42,strict,6,59.0,22.142857142857142,Moncloa - Aravaca,2
112,within an hour,100.0,3,40.42691786186623,-3.714341585079057,Apartment,Entire home/apt,3.0,3.0,5.0,Real Bed,20,183.0,60.0,2,20,2,1125,332,22,strict,4,90.0,22.285714285714285,Moncloa - Aravaca,2
115,within a day,100.0,4,40.42387297219467,-3.7257656870303153,Apartment,Entire home/apt,1.0,4.0,3.0,Real Bed,8,100.0,30.0,1,15,6,1125,161,0,flexible,3,50.0,21.257599200162016,Moncloa - Aravaca,6
116,within an hour,95.0,3,40.44719141930494,-3.717394832332404,Apartment,Entire home/apt,1.0,1.0,4.0,Real Bed,12,183.0,30.0,1,0,4,1125,0,0,flexible,3,95.0,21.257599200162016,Moncloa - Aravaca,2
117,within a day,67.0,4,40.449846780094944,-3.7134985145868606,Apartment,Private room,2.0,1.0,3.0,Real Bed,9,183.0,30.0,1,0,3,1125,217,9,flexible,2,21.0,20.428571428571427,Moncloa - Aravaca,3
118,within an hour,95.0,5,40.40439499495968,-3.660661881805508,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,10.0,1,0,1,1125,0,0,strict,4,25.0,21.257599200162016,Puente de Vallecas,2
119,within an hour,95.0,3,40.39674288669303,-3.659005314477593,Loft,Private room,1.0,1.0,1.0,Real Bed,14,90.0,30.0,1,0,1,10,0,5,flexible,3,22.0,22.857142857142858,Puente de Vallecas,2
120,within a few hours,100.0,3,40.39293817149735,-3.658897937874659,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,16,150.0,50.0,4,30,2,1125,151,1,moderate,2,85.0,22.857142857142858,Puente de Vallecas,0
121,within an hour,95.0,1,40.46917570649405,-3.797113722089387,Apartment,Private room,1.0,1.0,1.0,Real Bed,1,183.0,30.0,1,0,1,1125,365,0,flexible,3,410.0,21.257599200162016,Moncloa - Aravaca,0
122,within an hour,100.0,6,40.45801499926117,-3.782072927447613,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,15,183.0,10.0,1,10,4,1125,66,9,moderate,4,42.0,22.571428571428573,Moncloa - Aravaca,1
123,within an hour,100.0,4,40.40856241260848,-3.723308652639834,Condominium,Entire home/apt,2.0,2.0,4.0,Real Bed,19,150.0,15.0,2,15,4,60,51,13,moderate,5,35.0,21.142857142857142,Latina,2
124,within a few hours,100.0,4,40.41099763285288,-3.72738754778294,Apartment,Private room,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,5,4,10,365,4,strict,3,12.0,17.285714285714285,Latina,3
125,within a day,100.0,6,40.41136055592784,-3.7245639071651575,Apartment,Private room,2.0,1.0,8.0,Real Bed,13,183.0,12.0,1,15,2,730,345,31,moderate,4,20.0,19.428571428571427,Latina,6
126,within a few hours,86.0,3,40.41372763155027,-3.7311359717915673,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,10,100.0,20.0,1,0,1,1125,331,5,strict,3,49.0,21.428571428571427,Latina,2
127,within an hour,100.0,4,40.41047586804381,-3.739197743363558,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,23,100.0,30.0,4,15,2,500,330,11,strict,5,100.0,22.0,Latina,2
128,within an hour,100.0,5,40.41214735248551,-3.7299410390882937,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,183.0,20.0,1,0,3,1125,310,21,strict,4,42.0,19.714285714285715,Latina,4
129,within a few hours,100.0,4,40.4073668660685,-3.733022762434722,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,100.0,25.0,3,10,2,1125,35,33,moderate,4,50.0,20.0,Latina,3
130,within a few hours,100.0,5,40.4103155372202,-3.739462671859977,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,16,183.0,12.0,3,15,2,1125,192,5,moderate,4,50.0,22.285714285714285,Latina,1
131,within an hour,100.0,5,40.40868908171051,-3.732114213076696,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,18,76.0,40.0,2,15,2,200,38,49,strict,4,43.0,20.857142857142858,Latina,4
133,within an hour,91.0,3,40.38924787383184,-3.7444466947832105,Apartment,Shared room,1.0,1.0,8.0,Real Bed,16,183.0,5.0,1,0,3,1125,163,6,moderate,4,10.0,21.714285714285715,Latina,1
134,within an hour,95.0,3,40.39106084551021,-3.765615761135437,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,2,3,7,0,flexible,2,28.0,21.257599200162016,Latina,0
135,within an hour,100.0,5,40.39376446280468,-3.72482735394576,Apartment,Private room,0.0,1.0,2.0,Real Bed,4,183.0,5.0,1,0,4,30,119,66,strict,7,25.0,20.0,Carabanchel,6
136,within an hour,100.0,5,40.39767601973883,-3.717993456398653,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,88.0,30.0,1,0,2,5,365,0,strict,4,45.0,21.257599200162016,Carabanchel,2
137,within an hour,95.0,3,40.394998446044575,-3.7323631057619737,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,100.0,10.0,1,55,3,1125,90,0,moderate,3,25.0,21.257599200162016,Carabanchel,3
138,within an hour,100.0,5,40.39806758626973,-3.7691892776095095,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,21,100.0,30.0,2,0,2,60,281,34,strict,5,60.0,21.714285714285715,Latina,2
139,within an hour,100.0,6,40.39873808432548,-3.770008829701888,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,0,2,1125,219,31,moderate,3,18.0,20.571428571428573,Latina,1
140,within an hour,100.0,3,40.37406092819761,-3.771319724443973,House,Private room,1.0,2.0,2.0,Real Bed,14,183.0,30.0,1,12,1,1125,323,2,flexible,3,18.0,22.428571428571427,Latina,0
142,within a few hours,100.0,5,40.39799908623659,-3.7153284628540777,Apartment,Private room,0.0,1.0,2.0,Real Bed,15,183.0,20.0,1,25,2,31,363,0,moderate,3,25.0,21.257599200162016,Carabanchel,4
143,within a few hours,90.0,4,40.39614811772947,-3.709842119362365,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,10.0,1,10,3,1125,365,0,strict,2,20.0,21.257599200162016,Carabanchel,1
144,within an hour,100.0,4,40.38600985634744,-3.7381775080999606,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,22,150.0,40.0,2,15,3,720,0,26,flexible,4,50.0,22.857142857142858,Carabanchel,2
154,within an hour,100.0,3,40.45990323102812,-3.8016026749122407,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,15,2,1125,337,1,flexible,2,45.0,22.571428571428573,Moncloa - Aravaca,1
155,within a day,75.0,6,40.42515597149878,-3.657847198503592,Other,Private room,1.0,1.0,1.0,Real Bed,18,183.0,10.0,1,15,1,30,332,6,moderate,4,25.0,21.428571428571427,Ciudad Lineal,1
156,within an hour,95.0,4,40.42570627055195,-3.6564963650977127,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,1,1125,0,0,flexible,4,20.0,21.257599200162016,Ciudad Lineal,4
157,within an hour,100.0,5,40.42708342072236,-3.6542596074633575,House,Entire home/apt,1.0,3.0,4.0,Real Bed,11,183.0,30.0,1,0,2,1125,9,2,flexible,4,49.0,22.857142857142858,Ciudad Lineal,3
158,within a day,100.0,8,40.43199124853233,-3.65042715656932,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,8,1,30,342,7,flexible,4,16.0,21.857142857142858,Ciudad Lineal,2
159,within an hour,95.0,3,40.43179552121005,-3.634141632524227,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,5.0,1,10,1,10,0,0,strict,4,25.0,21.257599200162016,Ciudad Lineal,3
160,within an hour,95.0,3,40.43460646859593,-3.6481454729482734,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,13,100.0,30.0,3,15,2,60,0,15,flexible,3,60.0,20.428571428571427,Ciudad Lineal,2
161,within an hour,100.0,4,40.44120415836502,-3.637955881745112,Apartment,Entire home/apt,1.0,3.0,4.0,Real Bed,11,150.0,30.0,1,0,5,30,49,6,flexible,3,60.0,21.0,Ciudad Lineal,2
162,within a few hours,100.0,7,40.43804575850886,-3.6496605004040874,Apartment,Private room,1.0,1.0,1.0,Real Bed,20,183.0,10.0,1,5,2,1125,72,4,flexible,4,19.0,22.714285714285715,Ciudad Lineal,3
163,within an hour,100.0,6,40.43619693751233,-3.658018427237733,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,14,100.0,25.0,1,5,3,1125,12,14,flexible,4,47.0,22.142857142857142,Ciudad Lineal,3
164,within an hour,95.0,3,40.43235801094017,-3.6576926025720735,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1,0,0,flexible,3,11.0,21.257599200162016,Ciudad Lineal,1
165,within an hour,100.0,5,40.43411030486725,-3.65640418004502,Apartment,Private room,0.5,1.0,1.0,Real Bed,8,183.0,30.0,1,20,1,1125,365,0,flexible,3,60.0,21.257599200162016,Ciudad Lineal,3
166,within an hour,95.0,2,40.43276927437482,-3.6556329603950752,Apartment,Private room,1.0,1.0,1.0,Real Bed,5,183.0,5.0,1,0,1,1125,0,0,flexible,3,18.0,21.257599200162016,Ciudad Lineal,2
167,within an hour,95.0,2,40.44340380140957,-3.640265303675805,House,Private room,3.0,1.0,1.0,Real Bed,8,183.0,30.0,1,0,7,365,365,27,moderate,2,30.0,18.714285714285715,Ciudad Lineal,2
168,a few days or more,0.0,5,40.45151245930895,-3.6538570066159854,Apartment,Entire home/apt,2.0,3.0,4.0,Real Bed,12,183.0,30.0,1,0,7,1125,304,17,strict,4,75.0,18.857142857142858,Ciudad Lineal,3
169,within an hour,100.0,5,40.45141121650295,-3.6583790795980016,Apartment,Entire home/apt,1.0,3.0,4.0,Real Bed,19,200.0,40.0,4,25,1,1125,78,16,flexible,5,90.0,21.142857142857142,Ciudad Lineal,3
170,within a few hours,100.0,1,40.46850803362532,-3.6666073605580265,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,0,2,1125,365,0,flexible,3,29.0,21.257599200162016,Ciudad Lineal,2
180,within a day,85.0,6,40.3950033967884,-3.6992006854597927,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,183.0,12.0,2,19,1,1125,120,33,strict,3,19.0,20.142857142857142,Arganzuela,2
181,within an hour,100.0,4,40.39527423687012,-3.698135646316661,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,14,150.0,20.0,2,10,2,180,298,15,strict,4,50.0,17.142857142857142,Arganzuela,5
182,within a day,80.0,3,40.39332826162368,-3.696224577247484,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,2,1125,306,12,moderate,2,50.0,22.142857142857142,Arganzuela,4
183,a few days or more,0.0,4,40.39740347111725,-3.698793457212525,Apartment,Private room,1.0,1.0,1.0,Real Bed,22,183.0,10.0,1,0,1,30,178,3,moderate,4,25.0,22.285714285714285,Arganzuela,2
184,within an hour,95.0,3,40.39556737574016,-3.698525086702885,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,10.0,1,8,1,1125,343,7,flexible,3,28.0,20.714285714285715,Arganzuela,2
185,within a day,55.0,3,40.386609184784106,-3.691664610112106,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,8,183.0,30.0,1,0,1,1125,230,9,strict,3,58.0,20.428571428571427,Arganzuela,2
186,within an hour,100.0,4,40.3916561888876,-3.694115653331421,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,22,183.0,30.0,4,10,2,31,251,175,moderate,5,75.0,21.571428571428573,Arganzuela,5
187,within an hour,100.0,3,40.39475181287203,-3.6822645945996912,Apartment,Private room,1.0,1.0,1.0,Real Bed,8,183.0,30.0,2,15,1,3,84,13,moderate,2,30.0,22.428571428571427,Arganzuela,1
188,within an hour,100.0,5,40.39524370167981,-3.6949851685047967,Bed & Breakfast,Private room,0.5,1.0,2.0,Real Bed,15,183.0,25.0,1,15,2,1125,339,10,strict,5,23.0,22.285714285714285,Arganzuela,1
189,a few days or more,0.0,3,40.4011938411793,-3.6914066663785694,Apartment,Private room,1.5,1.0,1.0,Real Bed,7,183.0,30.0,1,0,1,1125,130,7,moderate,3,22.0,21.0,Arganzuela,5
190,within an hour,100.0,5,40.40216038746164,-3.690256592949566,Condominium,Entire home/apt,1.0,2.0,2.0,Pull-out Sofa,15,100.0,20.0,2,15,2,31,21,18,flexible,5,70.0,22.714285714285715,Arganzuela,3
191,within a day,80.0,2,40.406133559450105,-3.694213151055527,Apartment,Private room,1.0,1.0,1.0,Real Bed,7,183.0,10.0,1,15,2,1125,78,0,flexible,2,28.0,21.257599200162016,Arganzuela,2
192,within an hour,95.0,6,40.40633078113511,-3.693788391044869,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,10,200.0,30.0,1,0,2,1125,0,8,strict,3,45.0,22.571428571428573,Arganzuela,4
193,within an hour,100.0,6,40.40331203562027,-3.692191668055173,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,20,183.0,25.0,2,15,2,365,295,8,flexible,6,72.0,22.428571428571427,Arganzuela,2
194,within a few hours,100.0,4,40.40385517347918,-3.701266059301084,House,Private room,1.5,1.0,1.0,Real Bed,9,183.0,5.0,1,10,1,1125,343,8,strict,3,35.0,20.571428571428573,Arganzuela,5
195,within a day,100.0,3,40.40190909712081,-3.690973912816198,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,11,150.0,30.0,2,10,3,365,251,20,strict,3,75.0,21.714285714285715,Arganzuela,4
196,within a day,100.0,4,40.4175280002838,-3.701758602656253,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,18,200.0,50.0,2,12,4,1125,269,8,strict,4,85.0,22.857142857142858,Centro,3
197,within a day,100.0,4,40.4154845679599,-3.7021546054887176,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,15.0,1,0,2,1125,334,14,flexible,3,55.0,22.0,Centro,2
198,within an hour,100.0,4,40.41631043038147,-3.7029883273789,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,10,150.0,30.0,1,0,2,1125,314,49,strict,4,125.0,20.571428571428573,Centro,2
199,within an hour,100.0,3,40.417159719222376,-3.7078632929074615,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,12,100.0,30.0,2,0,3,1125,254,82,moderate,4,46.0,21.142857142857142,Centro,2
200,within a few hours,100.0,4,40.41485655173965,-3.707805322276442,Apartment,Private room,1.0,1.0,2.0,Real Bed,11,183.0,5.0,1,20,2,1125,293,16,strict,3,30.0,22.571428571428573,Centro,2
201,within an hour,100.0,6,40.41637409442574,-3.703054534594476,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,100.0,30.0,2,10,3,730,313,20,moderate,5,95.0,20.428571428571427,Centro,6
202,within an hour,100.0,4,40.41737846184398,-3.702675980024158,Apartment,Entire home/apt,3.0,3.0,6.0,Real Bed,12,150.0,65.0,4,20,1,1125,99,65,strict,5,155.0,22.285714285714285,Centro,5
203,within an hour,100.0,4,40.41643225927684,-3.7060522746358617,Apartment,Entire home/apt,1.5,1.0,3.0,Real Bed,14,200.0,40.0,3,20,1,1125,146,12,flexible,5,90.0,22.428571428571427,Centro,3
204,within an hour,98.0,4,40.41848768796915,-3.701221581907376,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,16,120.0,65.0,4,10,3,365,318,26,flexible,5,107.0,19.714285714285715,Centro,5
205,within an hour,100.0,6,40.41618887730871,-3.706153559321232,Apartment,Entire home/apt,1.0,2.0,5.0,Real Bed,15,183.0,47.0,4,25,2,1125,293,15,moderate,6,129.0,22.428571428571427,Centro,2
