,host response time,host response rate,host verifications,latitude,longitude,property type,room type,bathrooms,bedrooms,beds,bed type,amenities,security deposit,cleaning fee,guests included,extra people,minimum nights,maximum nights,availability 365,number of reviews,cancellation policy,features,price,average review,final neighbourhood,years being host
6334,within a few hours,100.0,4,40.42911250504408,-3.71690981311573,Apartment,Private room,1.0,1.0,2.0,Real Bed,6,183.0,30.0,1,9,2,1125,244,9,moderate,4,41.0,22.0,Moncloa - Aravaca,5
6335,within an hour,100.0,5,40.426122542099385,-3.7135476189023184,Apartment,Private room,0.0,1.0,1.0,Real Bed,12,150.0,20.0,1,5,3,1125,83,5,moderate,4,30.0,19.285714285714285,Moncloa - Aravaca,3
6336,within an hour,95.0,3,40.42948520162942,-3.720223964944055,House,Private room,0.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1125,280,0,flexible,3,29.0,21.257599200162016,Moncloa - Aravaca,1
6337,within an hour,95.0,3,40.42597706475892,-3.7139779773444026,House,Private room,1.0,1.0,1.0,Real Bed,7,183.0,30.0,1,0,2,4,364,0,flexible,3,35.0,21.257599200162016,Moncloa - Aravaca,1
6338,within an hour,100.0,4,40.42130471912494,-3.7143851674822073,Apartment,Entire home/apt,1.5,1.0,2.0,Real Bed,10,100.0,25.0,2,12,3,1125,179,101,strict,5,79.0,21.142857142857142,Moncloa - Aravaca,3
6339,within a few hours,100.0,5,40.42319788912307,-3.71315264110363,Apartment,Shared room,1.0,1.0,10.0,Real Bed,6,183.0,30.0,1,15,1,1125,365,1,strict,4,11.0,10.285714285714286,Moncloa - Aravaca,1
6340,within a few hours,100.0,5,40.42285710997381,-3.713208407613621,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,21,200.0,30.0,1,0,3,1125,43,20,moderate,5,80.0,21.428571428571427,Moncloa - Aravaca,4
6341,within an hour,100.0,6,40.42428038414712,-3.7126611373973017,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,26,100.0,30.0,1,0,2,7,3,18,flexible,6,60.0,22.714285714285715,Moncloa - Aravaca,1
6342,within an hour,100.0,6,40.430403913532444,-3.7206936884295048,Apartment,Private room,1.0,1.0,2.0,Real Bed,9,183.0,30.0,1,0,2,1125,276,0,moderate,3,26.0,21.257599200162016,Moncloa - Aravaca,2
6345,within an hour,95.0,2,40.42478502439744,-3.658300488506734,House,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1125,365,0,flexible,2,21.0,21.257599200162016,Ciudad Lineal,2
6346,within an hour,100.0,3,40.42727850443112,-3.654461080699248,Apartment,Entire home/apt,1.0,3.0,6.0,Real Bed,20,85.0,15.0,1,12,2,1125,318,63,moderate,4,45.0,21.714285714285715,Ciudad Lineal,1
6347,within an hour,95.0,4,40.42699220504533,-3.657187595617812,Apartment,Private room,1.0,1.0,1.0,Real Bed,13,183.0,30.0,1,0,1,1125,76,0,flexible,5,38.0,21.257599200162016,Ciudad Lineal,4
6348,within an hour,100.0,9,40.4341211692715,-3.639975952997462,House,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,5,1,7,72,11,moderate,4,16.0,22.0,Ciudad Lineal,3
6349,within a few hours,100.0,4,40.43782560778127,-3.642824349457353,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,10,1,5,81,2,flexible,2,25.0,22.714285714285715,Ciudad Lineal,2
6350,within a few hours,100.0,6,40.43609326078122,-3.651745145189361,Apartment,Private room,1.0,1.0,2.0,Real Bed,19,100.0,30.0,2,10,1,1125,6,27,moderate,4,36.0,22.714285714285715,Ciudad Lineal,1
6351,within a few hours,90.0,4,40.43726930929896,-3.6483265636915134,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,12,183.0,15.0,2,10,2,1125,334,31,strict,4,52.0,20.0,Ciudad Lineal,3
6352,within an hour,100.0,3,40.44583420680726,-3.649905835298181,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,22,200.0,25.0,4,0,5,1125,281,34,moderate,5,78.0,21.714285714285715,Ciudad Lineal,6
6353,within an hour,88.0,4,40.44300185941802,-3.6519208031447983,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,0,1,10,238,27,flexible,3,20.0,21.285714285714285,Ciudad Lineal,2
6354,within a few hours,100.0,3,40.45834762941588,-3.6558141966640014,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,35.0,1,25,3,60,154,1,moderate,4,85.0,22.857142857142858,Ciudad Lineal,2
6355,within an hour,100.0,4,40.45486098490279,-3.661606110839204,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,20,300.0,30.0,1,15,2,1125,307,43,strict,4,51.0,21.428571428571427,Ciudad Lineal,3
6356,a few days or more,0.0,4,40.47973598186674,-3.666888307763784,Apartment,Private room,1.0,1.0,1.0,Real Bed,19,87.0,8.0,1,20,2,365,219,2,flexible,3,29.0,22.571428571428573,Ciudad Lineal,5
6380,within an hour,100.0,5,40.41937765372403,-3.708382960852762,Apartment,Entire home/apt,2.0,3.0,4.0,Real Bed,22,200.0,35.0,4,25,2,1125,86,78,strict,5,144.0,22.571428571428573,Centro,2
6381,within an hour,100.0,2,40.421719683256455,-3.7112361776471214,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,11,183.0,30.0,2,25,2,1125,221,0,moderate,3,85.0,21.257599200162016,Centro,0
6382,within a few hours,100.0,4,40.41779174739081,-3.712251171409776,Apartment,Private room,2.0,1.0,1.0,Real Bed,14,183.0,14.0,1,5,10,1125,281,1,strict,3,25.0,10.285714285714286,Centro,3
6383,within an hour,100.0,3,40.42105040477992,-3.709111445561112,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,0,3,90,280,29,strict,3,55.0,21.571428571428573,Centro,1
6384,within an hour,100.0,4,40.40921834013604,-3.710814425209448,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,21,120.0,25.0,2,15,15,1125,280,32,moderate,5,49.0,22.571428571428573,Centro,2
6385,within an hour,95.0,4,40.41254113974468,-3.715123551899018,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,16,183.0,30.0,1,0,3,1125,0,3,flexible,4,59.0,22.714285714285715,Centro,1
6386,within an hour,100.0,7,40.40986176944388,-3.717139267940652,Apartment,Private room,1.0,1.0,1.0,Real Bed,19,183.0,9.0,1,0,1,14,30,18,moderate,4,30.0,22.571428571428573,Centro,2
6387,within an hour,100.0,4,40.41171135245641,-3.7097144501572297,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,5,1,1125,73,35,strict,4,50.0,21.0,Centro,3
6388,within an hour,100.0,3,40.421358450818325,-3.7109379095037873,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,9,183.0,30.0,1,0,3,15,35,1,flexible,4,65.0,22.0,Centro,1
6389,within an hour,100.0,3,40.40851508454174,-3.710678170996144,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,10.0,1,10,1,1125,342,3,flexible,3,30.0,22.571428571428573,Centro,5
6390,within an hour,100.0,4,40.4193509035268,-3.711623473406378,House,Private room,1.0,1.0,1.0,Real Bed,12,183.0,15.0,1,0,2,15,137,159,moderate,5,39.0,22.0,Centro,5
6391,within a few hours,93.0,5,40.41153069892764,-3.7082260055025418,Apartment,Entire home/apt,2.0,4.0,4.0,Real Bed,17,183.0,40.0,2,25,3,10,307,25,strict,3,110.0,20.714285714285715,Centro,5
6392,within an hour,100.0,5,40.41595309515621,-3.7115207973969553,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,21,150.0,30.0,2,12,3,1125,318,156,strict,7,74.0,22.285714285714285,Centro,4
6393,within an hour,100.0,5,40.4119552439752,-3.7170619172610495,Apartment,Entire home/apt,2.0,2.0,4.0,Real Bed,15,150.0,25.0,2,12,4,1125,129,52,moderate,5,72.0,21.857142857142858,Centro,5
6394,within an hour,100.0,2,40.419089614566666,-3.710182436215816,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,18,200.0,30.0,1,0,2,1125,281,30,flexible,4,88.0,22.428571428571427,Centro,1
6395,within an hour,95.0,3,40.41199622424427,-3.7132622646169193,Apartment,Private room,2.0,1.0,1.0,Real Bed,8,200.0,30.0,1,0,7,1125,97,0,strict,2,37.0,21.257599200162016,Centro,1
6396,within an hour,100.0,2,40.40892791841651,-3.710959684932993,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,15,150.0,30.0,2,15,3,31,125,2,flexible,4,60.0,22.571428571428573,Centro,0
6397,within a few hours,75.0,3,40.42151688616179,-3.712548051783968,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,13,200.0,60.0,1,10,2,1000,328,0,strict,4,110.0,21.257599200162016,Centro,3
6398,within a few hours,100.0,4,40.418745276394255,-3.708508482558454,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,19,183.0,30.0,2,10,6,1125,197,3,strict,5,64.0,20.571428571428573,Centro,2
6399,within an hour,100.0,4,40.41949343010403,-3.712164097979966,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,17,300.0,80.0,1,0,3,1125,325,23,moderate,2,220.0,21.571428571428573,Centro,4
6400,within a day,50.0,5,40.41542097573458,-3.7101885716782896,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,16,183.0,40.0,2,20,3,1125,281,36,moderate,5,130.0,21.428571428571427,Centro,2
6401,within an hour,100.0,4,40.4157608898094,-3.711047969917383,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,281.0,33.0,1,0,3,1125,332,10,flexible,4,86.0,21.714285714285715,Centro,4
6402,within an hour,100.0,6,40.40920805952384,-3.714400019440645,House,Private room,1.0,1.0,2.0,Real Bed,15,183.0,30.0,1,20,2,1125,365,4,moderate,3,25.0,20.857142857142858,Centro,5
6403,within a few hours,90.0,4,40.41003100689914,-3.713730345798131,Apartment,Private room,2.0,1.0,1.0,Real Bed,14,100.0,10.0,1,15,1,1125,346,9,moderate,4,40.0,21.857142857142858,Centro,4
6404,within an hour,99.0,4,40.41359734941799,-3.71015125204826,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,9,150.0,30.0,2,9,2,1125,229,12,strict,5,135.0,20.571428571428573,Centro,1
6405,within a few hours,100.0,4,40.41294218330347,-3.710013122026703,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,200.0,20.0,2,0,2,11111,0,7,moderate,4,48.0,21.571428571428573,Centro,3
6406,a few days or more,0.0,2,40.42037919727378,-3.708186913515856,House,Private room,3.0,1.0,6.0,Real Bed,23,183.0,30.0,1,0,1,1125,89,0,flexible,4,350.0,21.257599200162016,Centro,1
6407,within an hour,100.0,6,40.40994164569912,-3.7103658621472535,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,20,100.0,30.0,2,15,1,1125,320,126,strict,5,60.0,21.857142857142858,Centro,5
6408,within an hour,100.0,5,40.41090351353781,-3.711075764977166,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,16,150.0,50.0,4,5,5,120,292,30,strict,5,93.0,20.857142857142858,Centro,5
6409,within an hour,100.0,3,40.40890326103809,-3.713578241358209,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,16,200.0,30.0,1,0,3,1125,67,12,flexible,2,60.0,19.142857142857142,Centro,3
6410,a few days or more,0.0,4,40.42137399615704,-3.710628743458885,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,18,183.0,20.0,2,5,1,1125,354,42,flexible,3,69.0,21.0,Centro,2
6411,within an hour,95.0,3,40.41012461953192,-3.714295018964144,Apartment,Private room,1.0,1.0,1.0,Real Bed,18,183.0,30.0,1,10,1,1125,165,0,flexible,2,40.0,21.257599200162016,Centro,5
6412,within an hour,100.0,4,40.41154893162789,-3.706580753663936,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,150.0,30.0,2,9,2,15,308,18,moderate,5,75.0,21.428571428571427,Centro,2
6413,within an hour,100.0,3,40.40910711902222,-3.699711487951456,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,13,100.0,25.0,2,20,2,1125,293,115,moderate,3,50.0,21.428571428571427,Centro,4
6414,within an hour,100.0,5,40.4125788475009,-3.699966552289373,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,100.0,30.0,2,10,2,300,100,54,strict,6,98.0,22.714285714285715,Centro,1
6415,within a few hours,100.0,4,40.40922624639444,-3.7047789653570864,Condominium,Entire home/apt,1.0,1.0,1.0,Real Bed,11,183.0,18.0,1,20,2,4,78,3,strict,3,55.0,22.857142857142858,Centro,2
6416,within an hour,100.0,5,40.40945022890796,-3.69886652493415,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,11,183.0,20.0,1,0,2,1125,82,41,moderate,3,50.0,22.0,Centro,6
6417,within an hour,100.0,6,40.40856643379775,-3.6960462987688447,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,19,250.0,30.0,2,15,2,1125,306,23,strict,4,75.0,22.0,Centro,1
6418,within an hour,100.0,3,40.41012106413902,-3.705745864774273,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,0,2,1125,15,0,flexible,4,12.0,21.257599200162016,Centro,0
6419,within an hour,100.0,4,40.41059035861315,-3.7033965605712433,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,17,200.0,35.0,2,5,3,365,268,109,strict,5,75.0,20.714285714285715,Centro,5
6420,within a few hours,100.0,4,40.41111260549066,-3.7069826054848094,Apartment,Private room,4.0,1.0,1.0,Real Bed,9,183.0,15.0,1,0,10,1125,280,0,strict,3,20.0,21.257599200162016,Centro,3
6421,within a few hours,100.0,4,40.40925238760818,-3.6974540724743497,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,200.0,50.0,1,0,3,1125,330,50,strict,5,59.0,22.285714285714285,Centro,4
6422,within an hour,100.0,5,40.41113147199539,-3.707258398300768,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,18,99.0,20.0,2,10,1,1125,298,182,flexible,5,49.0,21.285714285714285,Centro,3
6423,within an hour,100.0,5,40.41133053758727,-3.695545649056621,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,13,300.0,30.0,1,15,3,1125,253,5,strict,4,39.0,22.714285714285715,Centro,3
6424,within an hour,96.0,3,40.41030923627816,-3.694185456054466,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,14,183.0,30.0,1,0,1,1125,203,0,flexible,4,89.0,21.257599200162016,Centro,1
6425,within an hour,100.0,4,40.41785429758966,-3.697619337456163,Apartment,Private room,2.0,1.0,3.0,Real Bed,15,183.0,12.0,2,28,1,365,350,135,strict,6,38.0,21.142857142857142,Centro,6
6426,within an hour,100.0,4,40.41391158605063,-3.6988489105204088,Apartment,Private room,1.0,2.0,2.0,Real Bed,19,183.0,20.0,2,10,2,7,9,0,moderate,4,40.0,21.257599200162016,Centro,5
6427,within a day,96.0,4,40.41128567214074,-3.695757580980364,Apartment,Entire home/apt,1.5,3.0,3.0,Real Bed,16,200.0,80.0,4,20,3,120,350,4,strict,2,180.0,18.0,Centro,7
6428,within an hour,95.0,6,40.41440472144149,-3.699888575999706,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,0,2,7,0,1,moderate,4,20.0,22.857142857142858,Centro,4
6429,within an hour,100.0,3,40.41349868977026,-3.699026872458087,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,150.0,30.0,2,15,2,30,0,4,strict,3,85.0,22.142857142857142,Centro,1
6430,within an hour,100.0,6,40.41285950903249,-3.698893202246374,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,0,1,1125,2,2,flexible,4,50.0,21.428571428571427,Centro,5
6431,within an hour,100.0,5,40.41333033437615,-3.699400140318228,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,11,100.0,29.0,4,15,2,1125,246,53,strict,5,90.0,21.714285714285715,Centro,5
6432,within a day,100.0,4,40.41410893682732,-3.698100247864851,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,183.0,10.0,1,10,2,20,320,115,strict,5,30.0,22.285714285714285,Centro,5
6433,within an hour,96.0,3,40.41198889206964,-3.695608408123073,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,14,183.0,30.0,1,0,1,1125,257,0,flexible,4,89.0,21.257599200162016,Centro,1
6434,within a few hours,75.0,3,40.410073935018346,-3.6937561871049818,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,100.0,50.0,1,0,2,1125,271,4,strict,4,80.0,18.285714285714285,Centro,3
6435,within an hour,100.0,5,40.41464795221207,-3.700520075356151,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,13,183.0,40.0,4,25,3,1125,142,3,strict,4,88.0,21.428571428571427,Centro,3
6436,within an hour,100.0,5,40.41196888567755,-3.695308825974601,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,200.0,35.0,1,15,3,1125,331,5,strict,4,49.0,22.714285714285715,Centro,3
6437,within an hour,100.0,4,40.422662407177135,-3.703182555180923,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,19,100.0,30.0,1,0,2,10,70,31,moderate,5,49.0,22.0,Centro,4
6438,within an hour,100.0,6,40.42206647240436,-3.7040573412641926,Apartment,Private room,1.0,0.0,1.0,Real Bed,10,183.0,30.0,1,0,2,1125,6,0,flexible,3,30.0,21.257599200162016,Centro,1
6439,within an hour,95.0,7,40.42793618505894,-3.7078838852683615,Apartment,Private room,2.0,1.0,1.0,Real Bed,10,200.0,30.0,1,0,7,1125,324,0,strict,4,32.0,21.257599200162016,Centro,0
6440,within an hour,95.0,6,40.42326801821501,-3.703452262015738,Condominium,Private room,1.0,1.0,2.0,Real Bed,10,183.0,30.0,1,0,1,4,0,4,flexible,3,23.0,22.857142857142858,Centro,2
6441,within an hour,100.0,4,40.4216020398512,-3.704345034214207,House,Entire home/apt,1.0,1.0,1.0,Real Bed,24,100.0,20.0,1,0,1,365,337,2,strict,3,69.0,22.571428571428573,Centro,3
6442,within an hour,100.0,5,40.422942377227024,-3.7037243683658,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,15,150.0,35.0,4,18,2,1125,255,61,strict,5,110.0,20.428571428571427,Centro,5
6443,within a few hours,100.0,3,40.4234222115417,-3.7048737485507,House,Private room,5.0,1.0,7.0,Real Bed,17,183.0,30.0,1,28,1,730,347,156,flexible,4,28.0,19.428571428571427,Centro,6
6444,within an hour,100.0,3,40.42681253872485,-3.704301449051048,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,183.0,15.0,1,0,3,1125,25,22,flexible,3,30.0,21.142857142857142,Centro,3
6445,within a few hours,100.0,5,40.42577744779253,-3.7022244895351086,Apartment,Private room,1.5,1.0,5.0,Real Bed,10,183.0,20.0,1,0,3,1125,281,1,strict,4,28.0,18.571428571428573,Centro,4
6446,within an hour,100.0,4,40.42512627663513,-3.704265369783421,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,183.0,15.0,1,0,1,30,310,65,moderate,6,54.0,21.857142857142858,Centro,4
6447,within an hour,100.0,4,40.42168424786874,-3.704680021908789,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,16,183.0,90.0,1,0,3,1125,287,0,strict,5,260.0,21.257599200162016,Centro,2
6448,within an hour,100.0,5,40.42539242019648,-3.702974117189828,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,22,150.0,30.0,1,0,3,1125,326,17,moderate,6,87.0,22.714285714285715,Centro,2
6449,within an hour,100.0,4,40.427055585346,-3.709797395107134,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,20.0,1,0,1,1125,338,19,moderate,3,35.0,21.571428571428573,Centro,3
6450,within a day,50.0,3,40.42790173947088,-3.703336012798008,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,14,183.0,25.0,1,0,3,1125,345,5,flexible,3,80.0,22.142857142857142,Centro,2
6451,within an hour,100.0,5,40.42480308403218,-3.702503210410648,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,19,103.0,35.0,4,20,2,1125,2,2,strict,3,89.0,22.857142857142858,Centro,4
6452,a few days or more,0.0,5,40.42688362154999,-3.701316978965121,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,15,200.0,24.0,1,0,1,1125,302,0,moderate,3,100.0,21.257599200162016,Centro,1
6453,within a few hours,100.0,4,40.420509038096135,-3.699712303857417,Apartment,Entire home/apt,1.0,2.0,6.0,Real Bed,15,183.0,30.0,4,15,2,999,102,65,strict,5,500.0,21.285714285714285,Centro,5
6454,within an hour,100.0,4,40.4236777679447,-3.699208827138007,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,100.0,5.0,1,22,1,1125,347,20,strict,3,24.0,19.857142857142858,Centro,4
6455,within a few hours,80.0,4,40.42049949999016,-3.6984509689503176,Apartment,Entire home/apt,1.5,2.0,2.0,Real Bed,11,200.0,15.0,1,0,2,1125,256,2,flexible,4,65.0,22.428571428571427,Centro,4
6456,within a few hours,100.0,4,40.420939498519,-3.699853464656511,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,750.0,30.0,1,0,90,1125,67,9,strict,4,75.0,21.0,Centro,6
6457,within an hour,100.0,3,40.42436288208712,-3.6985431048942954,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,16,150.0,30.0,2,10,3,20,0,14,strict,4,70.0,20.714285714285715,Centro,3
6458,within an hour,100.0,4,40.421746550051935,-3.69944272325026,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,100.0,20.0,2,18,2,1125,309,105,strict,5,44.0,20.428571428571427,Centro,5
6459,within an hour,100.0,4,40.4226185986249,-3.699744204880492,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,9,150.0,20.0,2,30,1,1125,24,35,flexible,4,63.0,20.714285714285715,Centro,3
6460,a few days or more,33.0,4,40.42390644838847,-3.694819170046209,House,Private room,1.0,1.0,1.0,Real Bed,10,183.0,10.0,1,0,1,1125,175,0,moderate,3,32.0,21.257599200162016,Centro,2
6461,within an hour,100.0,4,40.42057418780578,-3.7012057209680966,House,Private room,1.0,1.0,2.0,Real Bed,18,183.0,30.0,1,0,1,1125,303,6,flexible,3,80.0,22.714285714285715,Centro,1
6462,within an hour,100.0,4,40.42122849372383,-3.7001502419256127,Apartment,Private room,2.0,1.0,2.0,Real Bed,17,183.0,30.0,1,0,1,1125,46,64,strict,3,25.0,21.428571428571427,Centro,2
6463,within an hour,100.0,5,40.422033844169526,-3.6949404207266574,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,23,250.0,60.0,3,45,3,1125,105,47,moderate,5,85.0,22.428571428571427,Centro,2
6464,a few days or more,0.0,2,40.42069067892695,-3.696628437246759,Apartment,Entire home/apt,2.0,3.0,3.0,Real Bed,19,183.0,30.0,1,0,1,1125,364,0,flexible,2,360.0,21.257599200162016,Centro,0
6465,within an hour,95.0,2,40.42244874736299,-3.6936274226358905,Apartment,Entire home/apt,2.0,1.0,4.0,Real Bed,8,183.0,30.0,1,0,1,1125,0,0,flexible,3,200.0,21.257599200162016,Centro,4
6466,within an hour,100.0,5,40.42498255282566,-3.696442218051709,Apartment,Private room,1.5,1.0,1.0,Real Bed,22,150.0,30.0,1,15,2,1125,115,12,moderate,4,48.0,22.857142857142858,Centro,1
6467,within an hour,100.0,6,40.42307410529151,-3.691885492131621,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,183.0,18.0,1,0,3,1125,46,2,strict,3,80.0,22.428571428571427,Centro,2
6468,within an hour,100.0,3,40.42237210807329,-3.704334338974636,Apartment,Entire home/apt,1.0,1.0,2.0,Pull-out Sofa,21,183.0,31.0,3,0,2,60,180,36,strict,5,65.0,22.571428571428573,Centro,1
6469,within an hour,95.0,3,40.42648819784663,-3.70845510520166,House,Private room,1.0,1.0,1.0,Real Bed,13,183.0,58.0,1,0,1,7,345,0,flexible,3,114.0,21.257599200162016,Centro,1
6470,within an hour,100.0,4,40.42545066584471,-3.705342887634109,Apartment,Entire home/apt,2.0,2.0,4.0,Real Bed,15,150.0,40.0,4,25,2,1125,257,34,moderate,6,98.0,22.428571428571427,Centro,2
6471,within an hour,100.0,8,40.42598528540663,-3.712654732802438,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,18,183.0,20.0,1,0,1,1125,101,9,moderate,5,90.0,22.571428571428573,Centro,6
6472,within an hour,88.0,3,40.42196834742862,-3.705632658748288,Apartment,Private room,1.5,1.0,1.0,Real Bed,17,183.0,10.0,1,5,1,1125,64,33,strict,4,12.0,21.428571428571427,Centro,1
6473,within a day,100.0,5,40.4284909974412,-3.7083000288358674,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,12,150.0,30.0,1,0,2,1125,205,23,moderate,4,70.0,20.571428571428573,Centro,5
6474,within an hour,100.0,6,40.42201473437367,-3.7062069181524953,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,20,250.0,77.0,2,17,3,1125,10,1,strict,5,150.0,22.571428571428573,Centro,5
6475,within an hour,100.0,3,40.42454260983739,-3.7091551191037286,Apartment,Entire home/apt,2.0,2.0,5.0,Real Bed,14,100.0,20.0,2,20,2,1125,272,30,moderate,5,92.0,22.428571428571427,Centro,5
6476,within an hour,100.0,3,40.42676029867922,-3.705192157294629,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,12,199.0,20.0,2,15,1,1125,342,24,moderate,4,58.0,20.142857142857142,Centro,2
6477,within an hour,100.0,7,40.42268516245806,-3.705965945964885,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,25,183.0,27.0,1,0,2,1125,326,53,moderate,5,79.0,22.571428571428573,Centro,1
6478,within an hour,90.0,7,40.42919620266049,-3.7088316932943752,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,100.0,5.0,1,10,3,50,264,0,flexible,4,15.0,21.257599200162016,Centro,1
6479,within an hour,100.0,5,40.422874094626735,-3.701298571340741,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,150.0,30.0,2,10,2,1125,319,22,flexible,6,65.0,22.142857142857142,Centro,1
6480,within an hour,100.0,5,40.42474688964763,-3.7065940793849,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,9,150.0,20.0,2,10,2,1125,3,4,flexible,3,60.0,21.0,Centro,4
6481,within an hour,95.0,5,40.42397323063777,-3.704393847753369,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,0,10,16,246,0,flexible,3,29.0,21.257599200162016,Centro,1
6482,within a day,80.0,5,40.424194659857065,-3.704813673789289,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,15,200.0,20.0,2,20,2,1125,1,8,moderate,4,70.0,21.857142857142858,Centro,6
6483,within a few hours,100.0,3,40.425946634932615,-3.710002919183241,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,13,100.0,30.0,3,10,4,150,247,85,strict,4,44.0,20.142857142857142,Centro,6
6484,within a day,100.0,5,40.42635761771582,-3.705316420469327,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,0,2,15,347,45,moderate,3,19.0,19.857142857142858,Centro,5
6485,within an hour,100.0,3,40.423203596085536,-3.705680817518525,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,12,183.0,20.0,1,0,3,1125,311,15,strict,4,90.0,19.857142857142858,Centro,1
6486,within an hour,100.0,5,40.42335756934169,-3.708745986999482,Loft,Entire home/apt,1.0,1.0,2.0,Real Bed,16,150.0,40.0,2,29,2,90,343,94,strict,5,64.0,21.714285714285715,Centro,5
